timestamp,datetime,hour,day_of_week,running_jobs,waiting_jobs,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing,energy,wattmin,epower,utilization_rate
40143.0,2025-01-01 11:09:03.000000,11,2,1,0,0.0,0.0,0.0,489.0,11.0,5017905584.379728,125000.0,125000.0,0.022
40144.506674000004,2025-01-01 11:09:04.506674,11,2,0,0,0.0,0.0,0.0,489.0,11.0,5017905584.379728,125000.0,125000.0,0.022
40579.0,2025-01-01 11:16:19.000000,11,2,1,0,0.0,0.0,0.0,489.0,11.0,5072405747.154352,125000.0,125000.0,0.022
40580.98506,2025-01-01 11:16:20.985060,11,2,0,0,0.0,0.0,0.0,489.0,11.0,5072405747.154352,125000.0,125000.0,0.022
41383.0,2025-01-01 11:29:43.000000,11,2,2,0,0.0,0.0,0.0,345.0,155.0,5172905961.611693,125000.0,125000.0,0.31
41383.0,2025-01-01 11:29:43.000000,11,2,2,0,0.0,0.0,0.0,345.0,155.0,5172905961.611707,125000.0,128000.0,0.31
41384.265863,2025-01-01 11:29:44.265863,11,2,1,0,0.0,0.0,0.0,345.0,155.0,5172905961.611707,125000.0,128000.0,0.31
41384.416798,2025-01-01 11:29:44.416798,11,2,0,0,0.0,0.0,0.0,345.0,155.0,5172905961.611707,125000.0,128000.0,0.31
41523.0,2025-01-01 11:32:03.000000,11,2,1,0,0.0,0.0,0.0,489.0,11.0,5190407897.556488,125000.0,125000.0,0.022
41524.979202999995,2025-01-01 11:32:04.979203,11,2,0,0,0.0,0.0,0.0,489.0,11.0,5190407897.556488,125000.0,125000.0,0.022
41740.0,2025-01-01 11:35:40.000000,11,2,2,0,0.0,0.0,0.0,473.0,27.0,5217533111.381061,125000.0,125000.0,0.054
41740.0,2025-01-01 11:35:40.000000,11,2,2,0,0.0,0.0,0.0,473.0,27.0,5217533111.381074,125000.0,128000.0,0.054
41740.854723000004,2025-01-01 11:35:40.854723,11,2,1,0,0.0,0.0,0.0,473.0,27.0,5217533111.381074,125000.0,128000.0,0.054
41741.008413999996,2025-01-01 11:35:41.008414,11,2,0,0,0.0,0.0,0.0,473.0,27.0,5217533111.381074,125000.0,128000.0,0.054
41962.0,2025-01-01 11:39:22.000000,11,2,3,0,0.0,0.0,0.0,420.0,80.0,5245283366.71504,125000.0,125000.0,0.16
41962.0,2025-01-01 11:39:22.000000,11,2,3,0,0.0,0.0,0.0,420.0,80.0,5245283366.715054,125000.0,128000.0,0.16
41962.0,2025-01-01 11:39:22.000000,11,2,3,0,0.0,0.0,0.0,420.0,80.0,5245283366.715066,125000.0,128000.0,0.16
41962.792647,2025-01-01 11:39:22.792647,11,2,2,0,0.0,0.0,0.0,420.0,80.0,5245283366.715066,125000.0,128000.0,0.16
41962.883039,2025-01-01 11:39:22.883039,11,2,1,0,0.0,0.0,0.0,420.0,80.0,5245283366.715066,125000.0,128000.0,0.16
41963.84704,2025-01-01 11:39:23.847040,11,2,0,0,0.0,0.0,0.0,420.0,80.0,5245283366.715066,125000.0,128000.0,0.16
42081.0,2025-01-01 11:41:21.000000,11,2,1,0,0.0,0.0,0.0,493.0,7.0,5260159152.833548,125000.0,125000.0,0.014
